Region,Governorate,Income_Category,Date,GDP_Per_Capita_USD,Organic_Waste_Percentage,Plastic_Percentage,Paper_Cardboard_Percentage,Glass_Percentage,Metal_Percentage,Other_Waste_Percentage,Recycling_Rate_Percentage,Population,Total_MSW_Generated_Tons_Month,Agricultural_Waste_Tons_Year,Construction_Demolition_Waste_Tons_Year,E_Waste_Tons_Year,Hazardous_Waste_Tons_Year,Medical_Waste_Tons_Year,Total_Annual_MSW_Tons_Year,Waste_Collection_Coverage_Population_Percentage,Waste_Collection_Coverage_Waste_Percentage,Compost_Treatment_Percentage,Incineration_Percentage,Data_Source
Greater Cairo Region,Cairo,Middle/High Urban,2022-11,4295,59.4,12.3,3.8,10.9,0.6,13,15.2,10100224,272706,3258186,449082,8717,43254,11848,3317924,89.8,85.3,13.5,2.3,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2022-12,4295,51.9,13.5,4.8,5.9,3.7,20.4,15.3,10114364,273088,3258186,449082,8717,43254,11848,3322569,90,85.5,13.5,2.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-01,3700,59.4,12.6,6.7,1,0.5,19.9,15.5,10128524,273470,3047167,443905,8797,41482,11163,3327220,83.7,79.5,13.5,2.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-02,3700,50.8,13.8,14.5,0.5,7.6,12.9,15.3,10142704,273853,3047167,443905,8797,41482,11163,3331878,88.7,84.3,10.1,1.9,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-03,3700,54.7,8.4,5.9,5.2,10.7,15.2,15.1,10156904,323598,3047167,443905,8797,41482,11163,3336543,89.4,84.9,13.6,2.2,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-04,3700,69,13.7,8.5,0.8,1.3,6.8,15.6,10171123,274620,3180025,434234,9310,45251,12033,3341214,88.8,84.3,12.9,1.7,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-05,3700,55.3,11.1,9.7,4.8,4.5,14.5,15.4,10185363,275005,3180025,434234,9310,45251,12033,3345892,85.1,68.7,11.5,2.1,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-06,3700,60,5.9,8.6,0.6,5.3,19.7,16.3,10199622,275390,3180025,434234,9310,45251,12033,3350576,85.7,81.4,12.6,1.8,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-07,3700,62.5,16.8,9.8,2.1,0.5,8.3,15.9,10213902,275775,3237911,413143,8796,42862,12017,3355267,88.9,84.5,13.4,2.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-08,3700,64.8,13.3,5.4,0.6,0.5,15.3,15.8,10228201,276161,3237911,413143,8796,42862,12017,3359964,86.6,82.3,11.4,2.1,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-09,3700,65.6,12.8,1,3.8,2.7,14.2,16.2,10242521,276548,3237911,413143,8796,42862,12017,3364668,85.5,81.2,10.4,1.4,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-10,3700,54.4,13.9,10.4,4,4.8,12.6,16.6,10256860,276935,3157189,453668,8788,42186,11829,3369379,83.9,79.7,11.4,1.7,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-11,3700,46.6,15.9,10.5,6.3,6.8,13.9,16.3,10271220,277323,3157189,453668,8788,42186,11829,3374096,85.7,81.4,10.8,1.4,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2023-12,3700,55.2,6.3,10,2.9,9.1,16.5,16.4,10285600,277711,3157189,453668,8788,42186,11829,3378820,88.4,84,13.2,2.7,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-01,3200,53.3,14.3,10.7,5.9,0.5,15.3,16.9,10300000,278100,3166745,423184,9274,45473,12126,3383550,87.2,82.9,11.9,1.7,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-02,3200,57.7,14.9,7.3,1.7,8,10.3,17,10314420,278489,3166745,423184,9274,45473,12126,3388287,83.8,79.6,12.6,2.3,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-03,3200,65.1,14.1,7.7,0.6,3.8,8.8,16.9,10328860,329077,3166745,423184,9274,45473,12126,3393031,86.6,82.3,12.8,2.2,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-04,3200,48.8,19.9,10.9,0.8,4.4,15.3,17,10343320,279270,3075847,434407,8947,43267,12040,3397781,88.6,84.2,13.2,2.6,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-05,3200,58.7,12.3,13.5,0.5,0.5,14.4,17.4,10357801,279661,3075847,434407,8947,43267,12040,3402538,86.4,82.1,11.3,2.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-06,3200,58,9.4,10.9,1.4,1.9,18.3,16.9,10372302,280052,3075847,434407,8947,43267,12040,3407301,86,81.7,13.5,1.7,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-07,3200,65.8,9.8,6.5,2.3,3.3,12.3,17,10386823,280444,3239068,429177,9111,45676,11319,3412071,88.7,84.3,12.3,2.4,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-08,3200,62,14.9,11.8,0.5,8,2.8,17.4,10401364,280837,3239068,429177,9111,45676,11319,3416848,86.4,82.1,10.2,1.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-09,3200,53.6,15.3,7.6,8.1,2.6,12.8,17.8,10415926,281230,3239068,429177,9111,45676,11319,3421632,84.5,80.3,13.4,1.4,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-10,3200,47.5,21.4,12.8,5.6,0.4,12.2,18.1,10430509,281624,3155683,455276,9664,44428,11598,3426422,85.6,81.3,12.6,1.9,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-11,3200,56,17.3,11.2,0.5,3.5,11.5,18.7,10445111,282018,3155683,455276,9664,44428,11598,3431219,83.3,79.1,12.2,1.4,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2024-12,3200,57.5,9.6,10.3,7.2,2.8,12.6,18.6,10459735,282413,3155683,455276,9664,44428,11598,3436023,87.9,83.5,13.9,1.8,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-01,3350,52.6,14.5,5.3,4.6,7.8,15.3,18.3,10474378,282808,3311605,439967,9780,43906,11269,3440833,86.3,81.9,10.8,2.3,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-02,3350,56.8,15.7,11.9,7.1,0.5,8,18.5,10489042,283204,3311605,439967,9780,43906,11269,3445650,83.2,79,13.2,1.3,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-03,3350,64.3,6.8,11.1,2.7,0.5,14.6,18.3,10503727,334649,3311605,439967,9780,43906,11269,3450474,83,78.9,10.4,2.1,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-04,3350,51.1,19.2,6.7,8.8,4,10.2,18.8,10518432,283998,3207422,437085,9530,44176,11357,3455305,83.3,79.2,13.4,2.1,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-05,3350,58.5,15.1,10.1,5.1,0.6,10.5,18.8,10533158,284395,3207422,437085,9530,44176,11357,3460142,87.9,83.5,10.7,1.6,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-06,3350,60,12.3,9.8,5.2,4.2,8.4,19.2,10547904,284793,3207422,437085,9530,44176,11357,3464986,89.3,84.8,12.9,1.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-07,3350,55.4,12,8.2,5.3,3.7,15.5,18.9,10562671,285192,3381851,438272,9009,45558,11384,3469837,88.6,84.1,12.5,2.6,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-08,3350,53.5,14.5,14.3,6.8,2.3,8.7,19.5,10577459,285591,3381851,438272,9009,45558,11384,3474695,86.4,82.1,12.4,1.6,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-09,3350,61,11.8,8.2,0.5,4.3,14.2,20.1,10592268,285991,3381851,438272,9009,45558,11384,3479560,84.4,80.1,12.4,1.3,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-10,3350,49.7,14.8,8,14.6,0.8,12.1,19.6,10607097,286392,3277728,462054,9629,44322,12283,3484431,88.6,84.2,11.6,2.4,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-11,3350,55.4,19.1,9.1,1.1,6.4,9,19.9,10621947,286793,3277728,462054,9629,44322,12283,3489310,89.2,84.7,11.4,2.7,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Greater Cairo Region,Cairo,Middle/High Urban,2025-12,3350,46.9,16.1,9.9,5.3,5.2,16.6,20.2,10636817,287194,3277728,462054,9629,44322,12283,3494194,88.3,83.9,13.9,1.5,Waste Management Regulatory Authority (WMRA) - Greater Cairo Report
Delta Region,Dakahlia,Lower Middle Income,2021-01,3690,57.5,14,12.9,0.5,5.8,9.3,12.1,6656177,99843,1978308,286318,5917,28683,7710,1214752,42,36.2,11.4,1.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-02,3690,59.9,0.6,12.7,1.7,8.1,17.1,12.1,6665496,99982,1978308,286318,5917,28683,7710,1216453,35.4,29.9,11.7,1.8,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-03,3690,50.8,7.3,11.9,10.4,5.3,14.4,12.3,6674828,100122,1978308,286318,5917,28683,7710,1218156,39.6,33.8,11.9,2.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-04,3690,65.8,11.6,13.5,0.5,1.4,7.2,12.1,6684172,118310,2013098,273879,6280,29049,7363,1219861,42,36.1,11,1.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-05,3690,56.1,16.6,12.5,4.4,3.8,6.6,12.5,6693530,100403,2013098,273879,6280,29049,7363,1221569,45.8,39.8,12.3,2.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-06,3690,60,11.3,8.2,7.3,0.6,12.6,12.9,6702901,100544,2013098,273879,6280,29049,7363,1223279,42.4,36.5,11.6,1.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-07,3690,56.6,14.1,6.6,5.1,0.6,17,13.4,6712285,100684,2064358,274889,6232,28266,7607,1224992,44,38,10.9,2,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-08,3690,54.3,19.2,11.6,0.5,0.5,13.9,13.3,6721682,100825,2064358,274889,6232,28266,7607,1226707,49.5,43.3,13.2,1.9,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-09,3690,56.6,1.1,16.7,7.5,5.5,12.6,14,6731093,100966,2064358,274889,6232,28266,7607,1228424,41.1,35.3,13.1,2,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-10,3690,60.2,10.7,11.2,0.5,9.4,7.9,12.9,6740516,101108,2144049,276523,6208,29279,7467,1230144,49.2,43,10,1.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-11,3690,54.4,11.7,7.2,4.2,5.3,17.3,13.6,6749953,101249,2144049,276523,6208,29279,7467,1231866,46.9,40.8,12,1.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2021-12,3690,50.3,8.2,8.8,9.9,7.3,15.6,13.6,6759403,101391,2144049,276523,6208,29279,7467,1233591,39.9,34.2,10.5,2.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-01,4295,55.6,14.8,13.8,2,0.5,13.3,14.5,6768866,101533,2036204,280630,5921,29943,7944,1235318,39.1,33.4,11.5,2.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-02,4295,51.8,8.5,7,13.7,3.5,15.4,13.4,6778342,101675,2036204,280630,5921,29943,7944,1237047,48,41.8,10.7,1.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-03,4295,54.5,6,7,10.4,4.7,17.4,13.6,6787832,101817,2036204,280630,5921,29943,7944,1238779,49.7,43.4,11.6,1.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-04,4295,55.8,9,13.2,1.3,7.2,13.5,13.8,6797335,120313,2050055,282079,5936,29184,7760,1240514,46.1,40,10.3,1.6,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-05,4295,62.5,12.9,3.5,10.9,3.6,6.5,13.3,6806851,102103,2050055,282079,5936,29184,7760,1242250,46.9,40.8,12.8,1.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-06,4295,58.2,10.9,3.9,10.7,3.5,12.9,14.1,6816381,102246,2050055,282079,5936,29184,7760,1243990,37.1,31.5,12.6,1.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-07,4295,60.2,7.8,5.3,10,1,15.6,14.1,6825924,102389,2067964,290359,6259,28669,7436,1245731,38.9,33.2,13,1.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-08,4295,46.7,7.4,12.2,5.3,9.7,18.8,14.6,6835480,102532,2067964,290359,6259,28669,7436,1247475,45.2,39.2,13.6,1.6,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-09,4295,48.9,13.2,7.7,10.7,6.6,12.8,14.8,6845050,102676,2067964,290359,6259,28669,7436,1249222,47.2,41.1,10.7,1.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-10,4295,49.6,16.4,10.8,8.9,0.4,13.8,15.6,6854633,102819,2096668,288367,6168,28610,7570,1250971,39.1,33.4,12.6,1.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-11,4295,43.4,16.1,13,3.3,7.2,17.1,15.3,6864229,102963,2096668,288367,6168,28610,7570,1252722,45.6,39.6,10.8,2.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2022-12,4295,50.7,20.4,8.9,2.8,5.8,11.4,14.9,6873839,103108,2096668,288367,6168,28610,7570,1254476,44.3,38.3,10.8,1.6,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-01,3700,55.4,18.5,9.9,0.5,4.5,11.2,14.8,6883463,103252,2148174,288684,6056,28956,7412,1256232,36.5,30.9,11.5,1.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-02,3700,50.7,13.5,13.6,6.4,6.3,9.6,15.5,6893100,103396,2148174,288684,6056,28956,7412,1257991,46.7,40.6,10.2,2.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-03,3700,56.6,18,6.2,9.7,0.5,9,15,6902750,122178,2148174,288684,6056,28956,7412,1259752,47.4,41.3,13.3,2.1,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-04,3700,55.6,15.3,13.3,0.5,4.5,10.8,16.3,6912414,103686,2181581,295840,6390,28280,7655,1261516,35.6,30,11.3,2.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-05,3700,56.9,10.5,7.9,7,8.3,9.3,16.2,6922091,103831,2181581,295840,6390,28280,7655,1263282,44,38.1,13.4,1.9,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-06,3700,59,8.4,12.7,1.7,0.5,17.7,15.7,6931782,103977,2181581,295840,6390,28280,7655,1265050,36.2,30.7,11.2,2.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-07,3700,56.7,12.3,1.2,8.2,6.7,14.9,15.3,6941487,104122,2235289,295579,6106,30915,7726,1266821,48,41.8,12.7,2.1,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-08,3700,49.7,17.7,7.2,2.1,12.1,11.2,16.6,6951205,104268,2235289,295579,6106,30915,7726,1268595,37.6,32,11.7,1.8,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-09,3700,53.4,13.9,10.6,4.6,4.1,13.4,16.3,6960936,104414,2235289,295579,6106,30915,7726,1270371,49.3,43.1,12,1.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-10,3700,50.6,17.2,4.3,7.3,5.4,15.2,16.9,6970682,104560,2106909,302241,6003,30574,7794,1272149,45.3,39.3,10.8,2.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-11,3700,66.3,13.9,2.8,4.2,0.5,12.3,15.9,6980441,104707,2106909,302241,6003,30574,7794,1273930,43.2,37.3,13.9,2.6,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2023-12,3700,51.7,11.1,7.7,0.5,5.8,23.2,16.5,6990213,104853,2106909,302241,6003,30574,7794,1275714,46.6,40.5,11,2.2,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-01,3200,58.5,12.3,9.8,2.2,3.3,13.9,16.8,7000000,105000,2170435,300993,6514,29406,8255,1277500,44.9,38.9,12.9,2.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-02,3200,48.9,18.3,3.7,6.5,2.4,20.2,16.9,7009800,105147,2170435,300993,6514,29406,8255,1279288,35.3,29.8,11.2,1.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-03,3200,63.8,11.7,8.9,4.2,0.5,10.9,16.9,7019613,124247,2170435,300993,6514,29406,8255,1281079,37.5,31.9,12.8,2.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-04,3200,55.7,10.7,11.7,6,0.6,15.3,17.4,7029441,105442,2164264,295175,6295,30859,8287,1282873,38.4,32.7,13.3,2.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-05,3200,62.8,13.3,7.9,2.7,0.9,12.3,16.9,7039282,105589,2164264,295175,6295,30859,8287,1284669,42.4,36.5,11.7,2.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-06,3200,55.3,21.5,6.9,2.7,2.7,11,17.4,7049137,105737,2164264,295175,6295,30859,8287,1286468,47.9,41.8,12.4,1.7,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-07,3200,66,3.8,8.6,7.9,1.9,11.8,17.6,7059006,105885,2151727,308493,6047,29817,7930,1288269,45.9,39.9,13.4,1.8,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-08,3200,55.9,16.3,10.6,0.7,4.6,11.9,17.9,7068888,106033,2151727,308493,6047,29817,7930,1290072,43.8,37.9,12.4,1.5,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-09,3200,55.1,17.7,0.5,4.1,0.5,22.3,18.2,7078785,106182,2151727,308493,6047,29817,7930,1291878,39.4,33.7,11.2,1.4,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-10,3200,53.1,15.7,9.7,0.9,0.5,20.1,17.6,7088695,106330,2232173,292970,6105,31432,8306,1293687,49.9,43.7,13.5,1.6,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-11,3200,54.1,18.9,9.2,4.6,1.7,11.6,17.5,7098619,106479,2232173,292970,6105,31432,8306,1295498,38.5,32.9,13.3,1.9,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
Delta Region,Dakahlia,Lower Middle Income,2024-12,3200,53.6,13.9,7.2,5.9,3.8,15.7,18.8,7108557,106628,2232173,292970,6105,31432,8306,1297312,35.1,29.6,11.4,1.3,Ministry of Local Development - National Solid Waste Management Program (NSWMP)
